Benchmark,twise, ApproxMaxCov Time, Strategy 3 Mean Time, Strategy 3 Max Coverage, Strategy 3 Mean Coverage
freebsd-icse11.cnf,4,16625.34920978546,-1,-1,-1
frv400.cnf,4,11618.148913383484,3219.672210550308,0.9255877137767218,0.8915051509598254083973670292
gps4020.cnf,4,11193.001665830612,1210.593790793419,0.9241602168725627,0.9004773865289021477572138482
grg.cnf,4,11713.206943511963,3828.692645907402,0.9341746034306548,0.9148517442277402017702888809
h8300h_sim.cnf,4,10615.130783081055,672.7052937269211,0.9481311705506718,0.9253518681029956310223310422
h8max.cnf,4,11033.248054265976,1140.4093331575393,0.909911331156405,0.8961639836919380397331423876
h8s_sim.cnf,4,10655.05172586441,919.6933945178986,0.9559310443980963,0.9355469665727321537435134104
hs7729pci.cnf,4,13747.371992111206,4043.907086443901,0.9240906712418994,0.8972139257811797256524574834
innovator.cnf,4,12545.636169672012,1719.2069586277007,0.9136422043392549,0.8976482815631494230153609295
integrator_arm7.cnf,4,12307.045195817947,1571.5593408823013,0.920961487496949,0.8983004148704474350195159108
integrator_arm9.cnf,4,13049.901991844177,869.4742584943772,0.916693342988484,0.9022508862874005908326519547
ipaq.cnf,4,11995.861038446426,2152.76495218277,0.9459752445430064,0.9123127818430828697541180779
iq80310.cnf,4,12010.675095558167,3737.703382277489,0.939910495817415,0.9044372897770095140594765334
iq80321.cnf,4,11406.274420976639,2481.451758956909,0.9331668690180013,0.9085862581831187748511793748
ixdp425.cnf,4,11951.0674431324,3397.378203868866,0.9441267400432158,0.9163714454094527148399032465
jmr3904.cnf,4,10486.033034086227,1997.4970727920531,0.9346399016114375,0.9134151980044497509703110850
jtst.cnf,4,11661.650864601135,1692.8065546274186,0.9449012249855226,0.9206411551167828994884825589
linux.cnf,4,11520.822824001312,1378.0952194929123,0.9390472769787871,0.9091222348107216987307452399
lpcmt.cnf,4,11873.271559476852,2022.4729412555694,0.9393857656499094,0.9187273978936592076407809874
m5272c3.cnf,4,13397.751797914505,3070.485283994675,0.9206533053933045,0.9070680964231145697713687720
mac7100evb.cnf,4,11694.770507574081,2115.5777950286865,0.9354251545506069,0.9119167664800203309320860918
mace1.cnf,4,11659.29789018631,2160.742644095421,0.9572473716480095,0.9076713327410957855408984987
malta_mips32_4kc.cnf,4,13012.201629400253,1995.6408458709716,0.9350959502162197,0.9119857141115653042876596499
malta_mips64_5kc.cnf,4,12985.013499736786,1730.4018476724625,0.9368235046073167,0.9033982037804312404091458644
mb93091.cnf,4,11422.552561283112,1437.669515156746,0.9264805279649093,0.8967196255730213013419223697
mb93093.cnf,4,11099.272994041443,1672.019231557846,0.9350114747982151,0.9105068023188564389740266259
mbx.cnf,4,14284.619418144226,1999.1778635978699,0.9082082086405137,0.8700270642872462281128689912
mcb2100.cnf,4,11905.846253871918,2049.15211288929,0.9196865198925734,0.9097479253072841037366497954
moab.cnf,4,12437.577253103256,1851.145091176033,0.9373732885106836,0.9121589451869422534726700693
mpc50.cnf,4,10918.94519662857,1143.3523698091508,0.9355827626165808,0.9172046638997616591276945891
nano.cnf,4,11998.100264549255,1743.2794694662093,0.9553041792452859,0.9145538199071597773581743240
npwr.cnf,4,11994.859069347382,2414.953604197502,0.9253818832405453,0.9107086376121808444300005513
ocelot.cnf,4,12235.934278011322,2655.4849782943725,0.9193998408239326,0.8893457271481731531633302723
olpce2294.cnf,4,12289.806333065033,2546.1536490917206,0.9204981947843701,0.8950208255172026353252266580
olpch2294.cnf,4,12085.783583164215,1149.8184466362,0.9408825605370874,0.9225567703615245304645496239
olpcl2294.cnf,4,12215.118520259857,2069.6579669475555,0.9262779118637585,0.9029694208796281544251006127
p2106.cnf,4,11844.713068962097,2007.7270216226577,0.9206630763684615,0.9139674763703102657469144117
pati.cnf,4,13332.38043475151,3026.5793798446657,0.9324822039928695,0.9077224093257996221744958698
pc_i82544.cnf,4,11873.594368934631,2135.6665905714035,0.936891625254111,0.9005230576045671607831314105
pc_i82559.cnf,4,11710.8879737854,2085.6668063163756,0.9249712843864989,0.8916556305219618523897813921
pc_rltk8139.cnf,4,11560.092977046967,2920.81853556633,0.9275249223178124,0.9011711279624478175994957383
pc_usb_d12.cnf,4,12529.88629436493,2878.7020570993423,0.9176526293693329,0.9056345451011702074930719218
pc_vmWare.cnf,4,11751.513767719269,4203.76756811142,0.9318701371294164,0.9208578911129581300835860403
phycore.cnf,4,12253.918672561646,1370.0292950868607,0.9504511066919521,0.8857559770232866452326295710
phycore229x.cnf,4,13863.727940320969,4569.1025472640995,0.9419641710841243,0.8826724247729886065489091213
picasso.cnf,4,11940.034249305725,2811.829248189926,0.9246988916659591,0.9171438682348619001853025269
pid.cnf,4,11484.857634782791,2967.828291344643,0.9459315559235952,0.9120777768766653671386830459
prpmc1100.cnf,4,11923.480715990067,1446.250197815895,0.9347745893414039,0.9259907298641743269994799532
psim.cnf,4,10601.3242020607,1838.905635690689,0.944285410937925,0.9254201869131404948922607487
rattler.cnf,4,12927.779446840286,4250.382835912705,0.9199504351740699,0.8882879712644525823703848110
ref4955.cnf,4,11381.133625268936,5308.614661359787,0.931082065898424,0.9011142035219927280269868193
refidt334.cnf,4,12164.467847585678,2532.371227478981,0.8838527585911757,0.8523393646170220830861259909
sa1100mm.cnf,4,11619.828121900558,960.1765802145004,0.9381613228348685,0.9201511755456464639145124780
sam7ex256.cnf,4,13018.886340856552,1744.477367401123,0.9387819729906818,0.9040041308355828126271565755
se7751.cnf,4,15286.582204580307,2862.5806198596956,0.9188728630515494,0.8928063756531050603903565614
sh4_202_md.cnf,4,11942.152708768845,1817.763639998436,0.9229322372486174,0.9006350431353794581535634587
sh7708.cnf,4,12913.478700876236,3724.4839289665224,0.943971386695331,0.9130275494813119891930270839
skmb91302.cnf,4,11555.506949663162,1609.9658322811126,0.9300616285353794,0.9039650756928364361610029614
sleb.cnf,4,10777.811399936676,974.5813985109329,0.9473823534402576,0.9220473838690524251267982550
smdk2410.cnf,4,12844.387160778046,3175.5630995988845,0.9192667563695733,0.8912782532105419209332970100
snds.cnf,4,11247.929538965225,1461.0833998918533,0.9300421974838072,0.9085966493578650754883610531
sparc_erc32.cnf,4,10656.805038452148,1255.54033036232,0.9493806598307054,0.9208581008659247937753969751
sparc_leon.cnf,4,10441.546164751053,1206.6855034828186,0.9468821623866067,0.9228372740380963515495454614
sparclite_sim.cnf,4,10395.439320325851,1201.0820597171783,0.937136533824016,0.9186601137349043333263170214
stb.cnf,4,11354.184386730194,1609.8022101402282,0.9250183735856988,0.9010365484600728692940673318
stdeval1.cnf,4,10737.502735614777,1122.5340694189072,0.9327571779710727,0.9200485874967621451056397172
stm3210e_eval.cnf,4,12315.413818120956,878.4640369653702,0.9388317194566422,0.9163746446815921979791977826
toybox.cnf,4,974.4770324230194,241.87777025699614,1.0056839619538243,0.9889837356274002279286118214
ts1000.cnf,4,12704.704026460648,1551.4075917720795,0.9013902353124804,0.8631300374701703365343444889
ts6.cnf,4,11565.251910686493,1417.3508125782014,0.9162731043505088,0.8832259570000598491248437914
tx39_sim.cnf,4,10586.721953392029,1008.163347530365,0.950835618387975,0.9221794026016153051858962112
uClinux-config.cnf,4,-1,-1,-1,-1
uClinux.cnf,4,16656.067414283752,824.1251828193665,1.0030074589017925,0.9935245585624217183022030203
uE250.cnf,4,11947.719711780548,1856.6450187683106,0.9310554436994226,0.911921571362018585205078125
vads.cnf,4,11535.336748123169,3352.998888540268,0.9254228345032933,0.8972406347393102589107695080
viper.cnf,4,12793.653067111969,1240.3867299318313,0.9064192290626472,0.8775304851813705875918487528
vrc4373.cnf,4,11868.432252645493,1596.5719074487686,0.95286245543163,0.9003189279130650894012645717
vrc4375.cnf,4,12017.993463516235,2652.315057063103,0.9262771170619382,0.9030228707666108320913503171
