Benchmark, twise, seed, Strategy 1 Coverage, Strategy 3 Coverage
rattler.cnf,2,33,0.9120860265306379,0.9152898773911509
rattler.cnf,2,34,0.9313091316937161,0.9272152373005927
rattler.cnf,2,35,0.9217569153476843,0.9091195206121542
rattler.cnf,2,36,0.9138658077389744,0.925079438679212
rattler.cnf,2,37,0.9136881048893364,0.9302410794545838
rattler.cnf,2,38,0.9097722192027351,0.925910145976315
rattler.cnf,2,39,0.9145185063295553,0.9150525324491214
rattler.cnf,2,40,0.9106622627353455,0.9303597519255985
rattler.cnf,2,41,0.9270372285940707,0.9166546108078201
rattler.cnf,2,42,0.9142811613875259,0.9141624889165112
rattler.cnf,2,43,0.9258508097408077,0.9272745735361001
rattler.cnf,2,44,0.9091195206121542,0.9275119184781295
rattler.cnf,2,45,0.9231806791429767,0.9324365201683559
rattler.cnf,2,46,0.9244860763241386,0.9272152373005927
rattler.cnf,2,47,0.9113146554690422,0.9173663397770242
rattler.cnf,2,48,0.9170103223639801,0.9121453627661452
rattler.cnf,2,49,0.9266812111810266,0.9233586878494988
rattler.cnf,2,50,0.9256134647987783,0.9259694822118224
vads.cnf,2,1,0.917738830324232,0.9202243947845614
vads.cnf,2,2,0.922994457802373,0.9217822315459182
vads.cnf,2,3,0.920686704940469,0.9187863650613675
vads.cnf,2,4,0.918593361792396,0.9232199160038725
vads.cnf,2,5,0.918334758127889,0.9238192964599264
vads.cnf,2,6,0.917143938316293,0.9236394132700624
vads.cnf,2,7,0.91979626588738,0.9209432370135385
vads.cnf,2,8,0.920111493051192,0.9222614596985697
vads.cnf,2,9,0.920100099298283,0.9205237397473487
vads.cnf,2,10,0.919076042597444,0.918007446680689
vads.cnf,2,11,0.921902038584081,0.9186064818715033
vads.cnf,2,12,0.9222614596985697,0.9210630440517014
vads.cnf,2,13,0.9188464412130687,0.9223812667367325
vads.cnf,2,14,0.919145786175856,0.9174084114898747
vads.cnf,2,15,0.9156706915386538,0.9141132000425367
vads.cnf,2,16,0.9198048975183716,0.9133940125483199
vads.cnf,2,17,0.9238192964599264,0.914892118423215
vads.cnf,2,18,0.9193854002521817,0.9222013835468684
vads.cnf,2,19,0.915011925461378,0.9126150941676414
vads.cnf,2,20,0.9130345914338313,0.9233397230420354
vads.cnf,2,21,0.9233997991937366,0.9238192964599264
vads.cnf,2,22,0.9207636990889141,0.9189061720995303
vads.cnf,2,23,0.9131543984719942,0.9157908438420563
vads.cnf,2,24,0.9205838158990499,0.9129147843956684
vads.cnf,2,25,0.9213026581280271,0.9163298028811694
vads.cnf,2,26,0.9172285283000107,0.9244183316507407
vads.cnf,2,27,0.9193854002521817,0.9184866748333405
vads.cnf,2,28,0.9175282185280376,0.9232799921555738
vads.cnf,2,29,0.9162099958430066,0.9157908438420563
vads.cnf,2,30,0.919145786175856,0.9172886044517119
vads.cnf,2,31,0.9176480255662005,0.918307136908716
vads.cnf,2,32,0.919445476403883,0.9192058623275573
vads.cnf,2,33,0.9196253595937471,0.918307136908716
vads.cnf,2,34,0.9198649736700728,0.9221416526604068
vads.cnf,2,35,0.9236994894217636,0.918007446680689
vads.cnf,2,36,0.9179477157942274,0.9159106508802192
vads.cnf,2,37,0.9177081017179017,0.9122556730531529
vads.cnf,2,38,0.9199847807082356,0.9177081017179017
vads.cnf,2,39,0.9200445115946972,0.9184269439468788
vads.cnf,2,40,0.9166294931091964,0.916689223995658
vads.cnf,2,41,0.912435556243017,0.9154310774623281
vads.cnf,2,42,0.9245982148406049,0.9212429272415655
vads.cnf,2,43,0.9201045877463986,0.9188464412130687
vads.cnf,2,44,0.9156706915386538,0.9211828510898643
vads.cnf,2,45,0.9214825413178912,0.9195652834420458
vads.cnf,2,46,0.9169889142236849,0.9139933930043738
vads.cnf,2,47,0.9145323520434868,0.9187863650613675
vads.cnf,2,48,0.9173483353381735,0.9186665580232046
vads.cnf,2,49,0.9223211905850313,0.9147719661198126
vads.cnf,2,50,0.9226809569647595,0.9184866748333405
