Benchmark,twise, ApproxMaxCov Time, Strategy 3 Mean Time, Strategy 3 Max Coverage, Strategy 3 Mean Coverage
lpcmt.cnf,3,7905.46016120911,1861.7837344408,0.93613246840278,0.883419204861404
m5272c3.cnf,3,8732.50957465172,2839.41876664162,0.94955828553791,0.912637479802901
mac7100evb.cnf,3,7752.4168407917,1971.88076403141,0.95174852570784,0.920722856360363
mace1.cnf,3,7738.78672242165,1934.93295948505,0.967840602119657,0.921021292452886
malta_mips32_4kc.cnf,3,8999.68786454201,1882.30340671539,0.94196432474372,0.92423338472163
malta_mips64_5kc.cnf,3,8981.64894628525,1468.98104016781,0.949116372136236,0.925673773358169
mb93091.cnf,3,7635.22393631935,1298.11902086735,0.925057682539519,0.901248603803181
mb93093.cnf,3,7388.76257681847,1492.82340450287,0.932463099130995,0.898742852707463
mbx.cnf,3,9919.24968624115,1781.9325083971,0.926689182642621,0.904150701880011
mcb2100.cnf,3,7571.61845993996,1893.53454897404,0.936240968035729,0.882545231073455
moab.cnf,3,8157.87806463242,1641.09098751545,0.924732736789382,0.892126386119274
mpc50.cnf,3,7432.1856880188,1001.94765694141,0.923087654468076,0.907617648590214
nano.cnf,3,7882.2128572464,1541.87263233662,0.940222022437923,0.889225134751416
npwr.cnf,3,7921.77034950256,2161.4089612484,0.945464475308346,0.900746692188847
ocelot.cnf,3,7999.08962440491,2439.89130411148,0.912736213094834,0.892690351012581
olpce2294.cnf,3,8061.64525985718,2319.33805444241,0.93553826704187,0.890422234611959
olpch2294.cnf,3,8000.80568814278,966.041398954392,0.88546232549049,0.877636452245548
olpcl2294.cnf,3,8005.56822037697,1868.40406198502,0.886565822347228,0.87618725740732
p2106.cnf,3,7916.55098223686,1839.12956340313,0.934254206386346,0.881837510387215
pati.cnf,3,9283.16932654381,2768.82023489475,0.938542674213802,0.889586321049982
pc_i82544.cnf,3,7847.13385176659,1907.52887406349,0.942969710977228,0.916949092246391
pc_i82559.cnf,3,7597.67130994797,1895.83897824287,0.936875693678479,0.906405591426044
pc_rltk8139.cnf,3,7581.83873987198,2841.24641582966,0.937386295035119,0.898910939472644
pc_usb_d12.cnf,3,8238.05712676048,2750.08668792248,0.947703353272143,0.908215713500976
pc_vmWare.cnf,3,7762.03736710548,4048.59205915928,0.935169816993387,0.901784470213664
phycore.cnf,3,8082.90236496925,1173.02612709999,0.916763075532337,0.895838851160198
phycore229x.cnf,3,9173.85862994194,4321.9703576088,0.916503790533695,0.89376723832604
picasso.cnf,3,7947.09532666206,2507.03975496292,0.934818645154381,0.906184057727284
pid.cnf,3,7494.85914897919,2688.67544653416,0.946841219011118,0.90532949377271
prpmc1100.cnf,3,7788.59393334389,1203.32556421757,0.94818034967989,0.920934661445868
psim.cnf,3,7098.26371836662,1684.85487732887,0.916236253834221,0.898421731472942
rattler.cnf,3,8470.24213671684,4273.31238782406,0.885889754597807,0.863396435336574
ref4955.cnf,3,7558.43516087532,4963.32236905098,0.951355571703246,0.905862958045682
refidt334.cnf,3,7561.46066427231,2325.47200109959,0.931952533936516,0.895895851239605
sa1100mm.cnf,3,7599.64880561829,780.289561796188,0.952927994071338,0.905384002986327
sam7ex256.cnf,3,8720.48304080963,1480.9404294014,0.906675960446563,0.89006180981943
se7751.cnf,3,8087.94330215454,2691.54169740677,0.945359173045817,0.920549716010238
sh4_202_md.cnf,3,7802.30876398087,1672.1881747961,0.943893140787184,0.901756682595207
sh7708.cnf,3,8863.28483533859,3642.51698544025,0.947703242692791,0.899783400685223
skmb91302.cnf,3,8710.03628587723,1478.36094460487,0.948508053904646,0.900154282204427
sleb.cnf,3,7017.40707468987,785.62342915535,0.944799037485234,0.890686599718969
smdk2410.cnf,3,8926.07575821877,3005.91230072975,0.933922540800603,0.875923495654133
snds.cnf,3,7441.36174821854,1235.55074985027,0.94102671704009,0.908635866138637
sparc_erc32.cnf,3,6971.84435558319,998.812595844269,0.950615491636603,0.934303465701631
sparc_leon.cnf,3,6664.54989051819,1085.35406732559,0.950965647458618,0.929860820122402
sparclite_sim.cnf,3,6951.25830984116,1043.66529359818,0.940586372191436,0.927953880042745
stb.cnf,3,7857.96662807465,1386.23604726791,0.914299766361284,0.87509446699804
stdeval1.cnf,3,7071.2570605278,931.25032453537,0.91960092090032,0.907138230847706
stm3210e_eval.cnf,3,8012.39079380035,686.598431658745,0.938184539168312,0.887191939401574
toybox.cnf,3,536.69650387764,94.9892150878906,1.01399154209201,0.999237334528377
ts1000.cnf,3,8548.99076843262,1359.64178993702,0.923506890157231,0.896518487699412
ts6.cnf,3,7681.29354786873,1209.18450586796,0.949905117838762,0.911126400273808
tx39_sim.cnf,3,7113.64179325104,830.021091270447,0.946968669902079,0.920620360168062
uClinux-config.cnf,3,-1,-1,-1,-1
uClinux.cnf,3,9318.95654773712,346.547161579132,1.00942548942973,1.00178873899903
uE250.cnf,3,7854.81153011322,1637.62898705006,0.948781661808211,0.910074803929933
vads.cnf,3,7676.54166197777,3321.07712426186,0.932079020605647,0.908149829829422
viper.cnf,3,8435.17909836769,1055.08864636421,0.912407026919434,0.889380222845116
vrc4373.cnf,3,7856.69722104073,1355.86838796139,0.916559667298288,0.9048190212611
vrc4375.cnf,3,7886.97714281082,2522.16505827904,0.941107220455532,0.920297344173241
