Benchmark, twise, seed, approx combinations, approx coverage, combinations, coverage
at91sam7xek.cnf,2,2,2954968,0.916389627659574,2965861,0.921740100619205
at91sam7xek.cnf,2,3,2976371,0.923027089453001,2977599,0.925388075120056
at91sam7xek.cnf,2,4,2966357,0.919921564881708,2962379,0.92065795313139
at91sam7xek.cnf,2,5,2968909,0.92071298676167,2970176,0.923081130604822
at91sam7xek.cnf,2,6,2965375,0.919617028719435,2974227,0.924340113796417
at91sam7xek.cnf,2,7,2977353,0.923331625615275,2972222,0.923716993258488
at91sam7xek.cnf,2,8,2969891,0.921017522923944,2979728,0.926049732788509
at91sam7xek.cnf,2,9,2965179,0.919556245534297,2973679,0.92416980454216
at91sam7xek.cnf,2,10,2975389,0.922722553290727,2971634,0.923534252671804
atlas_mips32_4kc.cnf,2,1,2543696,0.921393963278931,2547895,0.921546337461896
atlas_mips32_4kc.cnf,2,2,2559382,0.927075847320104,2552022,0.923039029168071
atlas_mips32_4kc.cnf,2,3,2547034,0.922603075157641,2547919,0.921555018004893
atlas_mips32_4kc.cnf,2,4,2541860,0.920728915522997,2560567,0.926129664164259
atlas_mips32_4kc.cnf,2,5,2574735,0.932637109954562,2555666,0.924357024946434
atlas_mips32_4kc.cnf,2,6,2554710,0.925383525361647,2550698,0.922560152546076
atlas_mips32_4kc.cnf,2,7,2543529,0.921333471462352,2544435,0.920294892513176
atlas_mips32_4kc.cnf,2,8,2548369,0.923086647463835,2549401,0.922091041534952
atlas_mips32_4kc.cnf,2,9,2553876,0.925081428505193,2548399,0.921728628864831
atlas_mips32_4kc.cnf,2,10,2546533,0.922421599707901,2548679,0.921829901866461
atlas_mips64_5kc.cnf,2,1,2500131,0.915117758503561,2511308,0.919213563014592
atlas_mips64_5kc.cnf,2,2,2526689,0.924838728096889,2531950,0.92676915013005
atlas_mips64_5kc.cnf,2,3,2528009,0.925321884955959,2528917,0.925658981749022
atlas_mips64_5kc.cnf,2,4,2523885,0.923812385799288,2517330,0.921417794465483
atlas_mips64_5kc.cnf,2,5,2533618,0.927374935579086,2526788,0.924879704306487
atlas_mips64_5kc.cnf,2,6,2526689,0.924838728096889,2531042,0.92643679507236
atlas_mips64_5kc.cnf,2,7,2524215,0.923933175014056,2519494,0.922209882950991
atlas_mips64_5kc.cnf,2,8,2521081,0.922786043501687,2524124,0.92390460092137
atlas_mips64_5kc.cnf,2,9,2528669,0.925563463385495,2520173,0.92245841718466
atlas_mips64_5kc.cnf,2,10,2524215,0.923933175014056,2520351,0.92252357048892
brutus.cnf,2,1,2519238,0.913551191747122,2533689,0.920233493419378
brutus.cnf,2,2,2544476,0.922703246843669,2545258,0.92443534348281
brutus.cnf,2,3,2533035,0.918554397396027,2529279,0.918631785512062
brutus.cnf,2,4,2551206,0.925143746518752,2542415,0.923402768521246
brutus.cnf,2,5,2515873,0.91233094190958,2532699,0.919873926338144
brutus.cnf,2,6,2534886,0.919225625464166,2529606,0.91875055160859
brutus.cnf,2,7,2534886,0.919225625464166,2530572,0.919101401912098
brutus.cnf,2,8,2546495,0.923435396746194,2543869,0.923930859971867
brutus.cnf,2,9,2516378,0.912514070042703,2520634,0.915491929535022
brutus.cnf,2,10,2531352,0.917944091162273,2528935,0.918506845031309
buildroot.cnf,2,1,613456,0.98694913509061,613804,0.987982680638048
buildroot.cnf,2,2,612917,0.98608197333196,613804,0.987982680638048
buildroot.cnf,2,3,612053,0.984691940383031,613804,0.987982680638048
buildroot.cnf,2,4,613204,0.986543708813839,613804,0.987982680638048
buildroot.cnf,2,5,613888,0.987644151565074,613804,0.987982680638048
buildroot.cnf,2,6,613744,0.987412479406919,613804,0.987982680638048
buildroot.cnf,2,7,613240,0.986601626853377,613804,0.987982680638048
buildroot.cnf,2,8,614068,0.987933741762768,613804,0.987982680638048
buildroot.cnf,2,9,613960,0.987759987644152,613804,0.987982680638048
buildroot.cnf,2,10,614536,0.988686676276771,613804,0.987982680638048
busybox_1_28_0.cnf,2,1,1952025,0.993627528831118,1952140,0.993443842642045
busybox_1_28_0.cnf,2,2,1949665,0.992426232245244,1953083,0.993923735243811
busybox_1_28_0.cnf,2,3,1954947,0.995114896892103,1952206,0.99347743003517
busybox_1_28_0.cnf,2,4,1952362,0.993799069911389,1952685,0.993721193085272
busybox_1_28_0.cnf,2,5,1953936,0.99460027365129,1953193,0.993979714232352
busybox_1_28_0.cnf,2,6,1951688,0.993455987750847,1953692,0.994233655280371
busybox_1_28_0.cnf,2,7,1950677,0.992941364510034,1952304,0.993527302224961
busybox_1_28_0.cnf,2,8,1952362,0.993799069911389,1952106,0.993426540045587
busybox_1_28_0.cnf,2,9,1946968,0.991053394579098,1952176,0.993462163038295
busybox_1_28_0.cnf,2,10,1954048,0.994657284336721,1952669,0.993713050686938
calm16_ceb.cnf,2,1,2350912,0.922383487344315,2350349,0.920687678993301
calm16_ceb.cnf,2,2,2327465,0.91318402533648,2343713,0.918088199750942
calm16_ceb.cnf,2,3,2367838,0.929024426225392,2356467,0.92308424529902
calm16_ceb.cnf,2,4,2335229,0.916230241186219,2352238,0.92142764528155
calm16_ceb.cnf,2,5,2349049,0.921652536786862,2350452,0.920728026546339
calm16_ceb.cnf,2,6,2362248,0.926831182201688,2356287,0.923013735012157
calm16_ceb.cnf,2,7,2343614,0.919520107221776,2348896,0.920118504288788
calm16_ceb.cnf,2,8,2350291,0.922139837158497,2347972,0.91975655148289
calm16_ceb.cnf,2,9,2352465,0.922992808984532,2347200,0.91945414069701
calm16_ceb.cnf,2,10,2357279,0.924881588363801,2350241,0.920645372821183
calm32_ceb.cnf,2,1,2342217,0.917497508649218,2343301,0.917926809538788
calm32_ceb.cnf,2,2,2348583,0.919991209762334,2348820,0.920088733278779
calm32_ceb.cnf,2,3,2352620,0.921572590754112,2355727,0.922794369675249
calm32_ceb.cnf,2,4,2353863,0.922059500977738,2353597,0.921959997947367
calm32_ceb.cnf,2,5,2355571,0.922728561848175,2353246,0.921822502887984
calm32_ceb.cnf,2,6,2361937,0.925222262961292,2359184,0.92414855890684
calm32_ceb.cnf,2,7,2382589,0.93331210201063,2385602,0.934497118675472
calm32_ceb.cnf,2,8,2339422,0.916402646159246,2354322,0.9222439977139
calm32_ceb.cnf,2,9,2350757,0.920842813001404,2352079,0.92136536119482
calm32_ceb.cnf,2,10,2363024,0.925648064580826,2352965,0.921712428495714
ceb_v850.cnf,2,1,2413916,0.91582744512432,2421089,0.91975516645209
ceb_v850.cnf,2,2,2432423,0.922848906735626,2425042,0.921256884139042
ceb_v850.cnf,2,3,2438486,0.925149178078866,2430417,0.923298809908678
ceb_v850.cnf,2,4,2421734,0.918793554535742,2428141,0.922434173061852
ceb_v850.cnf,2,5,2426360,0.920548635392385,2427864,0.922328942654747
ceb_v850.cnf,2,6,2428115,0.921214473460567,2429052,0.922780255736482
ceb_v850.cnf,2,7,2405141,0.912498254783411,2413701,0.916948515738404
ceb_v850.cnf,2,8,2393016,0.907898091491841,2417943,0.918560022550458
ceb_v850.cnf,2,9,2475500,0.939192101301476,2473234,0.939564695616299
ceb_v850.cnf,2,10,2422691,0.919156635465229,2420689,0.919603209185513
cerf.cnf,2,1,2799550,0.924876707332544,2794006,0.924023840689901
cerf.cnf,2,2,2772170,0.915831280657984,2775833,0.918013730025551
cerf.cnf,2,3,2782828,0.919352323663735,2792360,0.923479481357181
cerf.cnf,2,4,2792567,0.922569760127706,2807474,0.928477930296871
cerf.cnf,2,5,2792567,0.922569760127706,2779680,0.91928599633963
cerf.cnf,2,6,2793854,0.922994941432679,2800720,0.926244271163705
cerf.cnf,2,7,2800469,0.925180313874323,2790696,0.922929169127748
cerf.cnf,2,8,2795324,0.923480579753045,2794332,0.924131654263696
cerf.cnf,2,9,2784666,0.919959536747294,2781466,0.919876655980115
cerf.cnf,2,10,2793854,0.922994941432679,2774221,0.917480615053288
cerfpda.cnf,2,1,2871426,0.927597404275554,2871374,0.927157394416792
